essay_id,para_id,para_types,para_text,adu_spans,ac_spans,ai_spans,AC_types,AR_pairs,AR_types
89,496,intro,"<para-intro> There is no doubt that companies , factories and businesses establish to provide products which are people ' s need and make a profit for their managers . However , <AC> I completely disagree with the idea that businesses should be allowed to do anything they want to make a profit </AC> . <AC> With this permission they are allowed to hit and damage everything for just making a profit </AC> . </para-intro>","[(29, 52), (53, 71)]","[(31, 52), (54, 71)]","[(29, 30), (53, 53)]","['MajorClaim', 'Claim']",[],[]
89,497,body,"<para-body> Firstly , <AC> if there is not any control on the businesses and they are permitted to do everything they want , they will threaten the beings ' life such as human , animals and plants </AC> . <AC> As every day we read and hear in televisions and newspapers that some factories hit the environment by their toxic substances </AC> . </para-body>","[(1, 37), (38, 61)]","[(3, 37), (39, 61)]","[(1, 2), (38, 38)]","['Claim', 'Premise']","[(0, 1)]",['Support']
89,498,body,"<para-body> Moreover , <AC> if we let them do anything they can to just make a profit , they will produce products with low qualities and high prices </AC> , therefore <AC> they might hit consumer ' s life </AC> . For instance , <AC> a few months ago it was broadcast from TV that a company which produced baby milk , sold milk which did not have quality and it caused a few babies die </AC> . </para-body>","[(1, 28), (29, 39), (41, 76)]","[(3, 28), (31, 39), (44, 76)]","[(1, 2), (29, 30), (41, 43)]","['Premise', 'Claim', 'Premise']","[(1, 0), (1, 2)]","['Support', 'Support']"
89,499,conclusion,"<para-conclusion> In conclusion , <AC> all companies , factories and businesses should be monitored by governments and executive , and they do not have to let do anything they want just due to making profit </AC> . <AC> They can hit both the environment and human ' s life easily </AC> . </para-conclusion>","[(1, 35), (36, 50)]","[(4, 35), (37, 50)]","[(1, 3), (36, 36)]","['MajorClaim', 'Claim']",[],[]
90,500,prompt,<prompt> New high school </prompt>,[],[],[],[],[],[]
90,501,intro,"<para-intro> Although some of my neighbors will oppose this idea , personally I approve it . <AC> The new high school will bring a lot of advantages to my community </AC> . <AC> The high school of my district is pretty old and lacks in necessities for students , so they can ' t get enough education </AC> . I really believe that <AC> new high school is a great addition to the educational system of my community </AC> . </para-intro>","[(15, 30), (31, 57), (59, 78)]","[(16, 30), (32, 57), (63, 78)]","[(15, 15), (31, 31), (59, 62)]","['MajorClaim', 'Claim', 'MajorClaim']",[],[]
90,502,body,"<para-body> Firstly , I think that <AC> the new high school will bring a lots of opportunities for student concerned in education </AC> . <AC> Their old high school is pretty old and need in new educational materials , repairing of the place for sport activities </AC> . Also <AC> the laboratory of physics and chemistry was in bad condition </AC> , so <AC> the students can ' t study well during the classes </AC> . <AC> They will study with new breath and great enthusiasm in new school </AC> . </para-body>","[(1, 22), (23, 46), (48, 60), (61, 74), (75, 89)]","[(6, 22), (24, 46), (49, 60), (63, 74), (76, 89)]","[(1, 5), (23, 23), (48, 48), (61, 62), (75, 75)]","['Claim', 'Premise', 'Premise', 'Premise', 'Premise']","[(0, 1), (3, 2), (0, 3), (0, 4)]","['Support', 'Support', 'Support', 'Support']"
90,503,body,"<para-body> Secondly , <AC> the new high school will be a place for new connections between the student of different communities and districts of the city </AC> . <AC> After classes students and not only the students will get together in building of high school , participate in different competitions </AC> . For instance <AC> during the football match the students of different high schools will come and after the competition they will keep in touch </AC> . <AC> This will increase the social connections of the students </AC> . <AC> The only disadvantage is the noisiness of the competitions </AC> . <AC> The people living in the neighborhood will be a bit perturbed </AC> , but I think <AC> this isn ' t a important reason for ceasing the competitions </AC> . </para-body>","[(1, 26), (27, 50), (52, 76), (77, 88), (89, 100), (101, 114), (115, 131)]","[(3, 26), (28, 50), (54, 76), (78, 88), (90, 100), (102, 114), (119, 131)]","[(1, 2), (27, 27), (52, 53), (77, 77), (89, 89), (101, 101), (115, 118)]","['Claim', 'Premise', 'Premise', 'Premise', 'Premise', 'Premise', 'Premise']","[(0, 1), (0, 2), (0, 3), (0, 4), (4, 5), (5, 6)]","['Support', 'Support', 'Support', 'Attack', 'Support', 'Attack']"
90,504,conclusion,"<para-conclusion> To sum up , <AC> this new construction has a lot of advantages like new connections between students from different communities , also the new educational equipment will increase the students ' enthusiasm toward studying </AC> . <AC> The only disadvantage is the nosiness of competitions which students will participate </AC> , but I think that <AC> it isn ' t a big deal </AC> . So <AC> the new high school will be a great addition for my environment </AC> . </para-conclusion>","[(1, 36), (37, 51), (52, 65), (67, 81)]","[(5, 36), (38, 51), (57, 65), (68, 81)]","[(1, 4), (37, 37), (52, 56), (67, 67)]","['Claim', 'Claim', 'Premise', 'MajorClaim']","[(1, 2)]",['Support']
91,505,prompt,<prompt> Parents or other adult relatives should make important decisions for their olde </prompt>,[],[],[],[],[],[]
91,506,intro,"<para-intro> It might seem that teenaged children particularly in age of 15 - 18 are fully grown , so they do not need any help for making important decisions . However , in my opinion , <AC> teenagers need more attention and help in comparison with the higher ages </AC> . I will discuss my view in two main areas . </para-intro>","[(30, 49)]","[(36, 49)]","[(30, 35)]",['MajorClaim'],[],[]
91,507,body,"<para-body> In the first place , there is no doubt that <AC> parents and other adult relatives are more experienced towards children </AC> , therefore <AC> they are the best advisor for their children </AC> . <AC> They have experienced a large numbers of stuffs during their life </AC> , so <AC> if children listen to their advices they can prevent happening worst things </AC> . Also , <AC> they can save value things in their life such as time and money , and enjoy they life with the best way </AC> . </para-body>","[(1, 22), (23, 34), (35, 48), (49, 64), (66, 91)]","[(11, 22), (25, 34), (36, 48), (51, 64), (68, 91)]","[(1, 10), (23, 24), (35, 35), (49, 50), (66, 67)]","['Premise', 'Claim', 'Premise', 'Premise', 'Premise']","[(1, 0), (3, 2), (1, 3), (1, 4)]","['Support', 'Support', 'Support', 'Support']"
91,508,body,"<para-body> Moreover , I have always believed that <AC> parents and adults relatives are the best friends and consular for the teenagers </AC> , because <AC> unfortunately nowadays there are some individuals who cheat the others for gaining more power and money </AC> . <AC> They cheat young ages </AC> because <AC> they believe they are immature and they can trap them easily </AC> . </para-body>","[(1, 22), (23, 42), (43, 49), (50, 63)]","[(8, 22), (25, 42), (44, 49), (51, 63)]","[(1, 7), (23, 24), (43, 43), (50, 50)]","['Claim', 'Premise', 'Premise', 'Premise']","[(0, 1), (0, 2), (2, 3)]","['Support', 'Support', 'Support']"
91,509,conclusion,"<para-conclusion> To sum up , it makes no difference , people from young ages to old ages are free to make a decision , nonetheless sometimes to prevent some problems coming up for young individuals , <AC> it is a good idea to ask parents and adult relatives to give a piece of advice </AC> . </para-conclusion>","[(1, 54)]","[(36, 54)]","[(1, 35)]",['MajorClaim'],[],[]
92,510,prompt,<prompt> Children are free </prompt>,[],[],[],[],[],[]
92,511,intro,"<para-intro> You hardly ever can find a person who says that he or she had unpleasant childhood . When individuals reminisce their memories they absolutely infer to some of their childhood events . As much as their events might were bitter , in their adulthood they are sweet . In my opinion , <AC> childhood is definitely the happiest time of people life in two main areas </AC> . </para-intro>","[(49, 67)]","[(53, 67)]","[(49, 52)]",['MajorClaim'],[],[]
92,512,body,"<para-body> In the first place , <AC> children are free whatever they want to do , they are not restricted and their limitation are really rare </AC> . Because <AC> they are in the age of growth and they are allowed whatever they want to do to experience new stuffs </AC> . Therefore <AC> there is no argument and punishment for them </AC> . </para-body>","[(1, 26), (28, 50), (52, 62)]","[(6, 26), (29, 50), (53, 62)]","[(1, 5), (28, 28), (52, 52)]","['Premise', 'Premise', 'Claim']","[(2, 0), (0, 1)]","['Support', 'Support']"
92,513,body,"<para-body> In addition , <AC> in this age they are not expected to be responsible </AC> . Also , <AC> they do not have to educate and they do not have to work </AC> , so <AC> they have a lot of time in their hand to enjoy this stage of their life </AC> . As a matter of fact , <AC> I made a large number of friends in this age , and I almost traveled to all cities of my county when I was in kindergarten </AC> . Also <AC> I got familiar with different kind of animals and plants in this age </AC> . </para-body>","[(1, 15), (17, 33), (34, 53), (55, 88), (90, 105)]","[(4, 15), (19, 33), (36, 53), (61, 88), (91, 105)]","[(1, 3), (17, 18), (34, 35), (55, 60), (90, 90)]","['Claim', 'Premise', 'Claim', 'Premise', 'Premise']","[(2, 1), (2, 3), (2, 4)]","['Support', 'Support', 'Support']"
92,514,conclusion,"<para-conclusion> All in all , I would maintain that <AC> the best phase of people life is their childhood </AC> . <AC> They not only free to do whatever they want without any confine or punishment , but also they are free and have a lot of time in their hands to try and experience new things and enjoy them </AC> . </para-conclusion>","[(1, 19), (20, 60)]","[(9, 19), (21, 60)]","[(1, 8), (20, 20)]","['MajorClaim', 'Claim']",[],[]
93,515,prompt,<prompt> Concentrate on the objectives - people attend schools for various reasons </prompt>,[],[],[],[],[],[]
93,516,intro,"<para-intro> From many centuries ago , universities have been playing an important role in ones ' life . Different people attend university for different point of views . In my perspective , <AC> the three most reasons are increased knowledge , career preparation and new experiences </AC> . </para-intro>","[(28, 46)]","[(32, 46)]","[(28, 31)]",['MajorClaim'],[],[]
93,517,body,"<para-body> First of all , <AC> for most people , university is an ideal place for them to develop their understanding </AC> . Truthfully , <AC> in this wonderful academic environment , everyone is provided with varieties and gigantic number of information by a lot of professors and well - trained teachers </AC> . Thus , <AC> people are able to strengthen their knowledge </AC> . Moreover , <AC> through the instructions of teachers , the sufficient infrastructure such as laboratory , library , students is capable of doing research on every academic aspect </AC> . Therefore , <AC> they can gain a deep sight into what are they studying </AC> . </para-body>","[(1, 21), (23, 52), (54, 64), (66, 94), (96, 110)]","[(5, 21), (25, 52), (56, 64), (68, 94), (98, 110)]","[(1, 4), (23, 24), (54, 55), (66, 67), (96, 97)]","['Premise', 'Premise', 'Premise', 'Premise', 'Claim']","[(4, 0), (2, 1), (4, 2), (4, 3)]","['Support', 'Support', 'Support', 'Support']"
